asin	itemID
5648	206
15968	207
19530	208
4266	209
11443	210
6243	211
929	212
6353	213
9750	214
18758	215
15521	216
11126	217
7655	218
8071	219
3716	220
3065	221
15983	222
4542	223
17565	224
14427	225
18376	226
5429	227
1593	228
19615	229
11468	230
7326	231
8910	232
4962	233
13164	234
15118	235
10929	236
2837	237
8260	238
17930	239
4448	240
6375	241
12421	242
13898	243
4419	244
14040	245
12376	246
10360	247
3441	248
689	249
2548	250
7796	251
14812	252
16412	253
17123	254
10777	255
4212	256
7795	257
12522	258
12131	259
480	260
5375	261
15547	262
15135	263
18844	264
5438	265
7894	266
15606	267
17845	268
10504	269
9345	270
7736	271
1789	272
16381	273
755	274
2609	275
2881	276
12312	277
2432	278
17273	279
3346	280
1795	281
2475	282
14693	283
5302	284
8851	285
5433	286
681	287
18437	288
3509	289
10413	290
10774	291
18107	292
10260	293
1388	294
18267	295
7689	296
5683	297
17856	298
15690	299
6527	300
4400	301
5792	302
1631	303
8482	304
7447	305
14664	306
13113	307
14913	308
7354	309
949	310
9767	311
2720	312
15152	313
17599	314
18120	315
18356	316
17589	317
4598	318
10474	319
9432	320
17596	321
18299	322
7777	323
14687	324
8824	325
10742	326
3104	327
11842	328
29	329
17482	330
11087	331
8449	332
8161	333
5344	334
4306	335
13754	336
1038	337
8723	338
14452	339
15428	340
7137	341
11093	342
5262	343
9202	344
6161	345
3591	346
11098	347
12510	348
16642	349
4058	350
5790	351
18297	352
1768	353
18791	354
13425	355
9389	356
4496	357
14150	358
9096	359
19361	360
12375	361
11222	362
11961	363
9722	364
8993	365
8173	366
17646	367
9843	368
6291	369
3872	370
13472	371
8623	372
95	373
14860	374
18862	375
874	376
5396	377
9243	378
1324	379
8825	380
441	381
15591	382
16142	383
16988	384
16224	385
5436	386
13047	387
6371	388
1851	389
15424	390
9629	391
7468	392
19308	393
16348	394
4376	395
2286	396
14231	397
12548	398
8714	399
608	400
18422	401
5019	402
18806	403
936	404
9510	405
16626	406
12496	407
6948	408
10111	409
17604	410
9308	411
3797	412
17978	413
5668	414
16068	415
5500	416
14296	417
10889	418
3865	419
14965	420
16206	421
18181	422
16650	423
3071	424
13372	425
10884	426
3383	427
6896	428
14222	429
18623	430
3011	431
981	432
635	433
17145	434
13001	435
8274	436
8943	437
898	438
12554	439
12446	440
1727	441
10733	442
17051	443
18797	444
12829	445
13363	446
12954	447
17124	448
427	449
17448	450
2169	451
8903	452
1730	453
12860	454
10141	455
5993	456
3891	457
11765	458
3208	459
17138	460
9511	461
9506	462
14615	463
11912	464
11092	465
994	466
7605	467
18647	468
18456	469
18197	470
2327	471
4096	472
10110	473
3816	474
8761	475
7136	476
1881	477
13453	478
15717	479
8145	480
2291	481
11614	482
14058	483
8530	484
10438	485
17305	486
3881	487
3790	488
13624	489
3463	490
17369	491
16701	492
13268	493
18938	494
4150	495
48	496
2680	497
17517	498
14947	499
4668	500
15446	501
17179	502
895	503
7838	504
8221	505
4478	506
12600	507
11838	508
18622	509
2123	510
12515	511
7990	512
14250	513
8809	514
19132	515
6992	516
1788	517
2424	518
17266	519
4378	520
18874	521
1147	522
10987	523
16792	524
17418	525
8189	526
17817	527
13919	528
9960	529
17202	530
16109	531
10193	532
5725	533
6493	534
2734	535
13165	536
13938	537
12238	538
15318	539
15491	540
9983	541
3836	542
14501	543
15205	544
14160	545
1656	546
13847	547
6669	548
8140	549
139	550
4860	551
14837	552
11095	553
13566	554
9976	555
9883	556
1486	557
2012	558
12739	559
98	560
8295	561
19604	562
16934	563
11036	564
12566	565
2357	566
1563	567
8358	568
7718	569
11832	570
14210	571
18813	572
8646	573
4055	574
16573	575
13411	576
14614	577
2811	578
2240	579
3761	580
16803	581
13292	582
7194	583
18200	584
14191	585
3598	586
15695	587
9104	588
5347	589
2623	590
14699	591
18445	592
2863	593
12814	594
8044	595
320	596
1039	597
4173	598
12948	599
1205	600
2597	601
6520	602
5926	603
10681	604
901	605
2673	606
12302	607
3159	608
14341	609
7578	610
5327	611
16599	612
8941	613
15541	614
3390	615
9048	616
3161	617
1961	618
16048	619
2838	620
10083	621
12819	622
2277	623
2582	624
9413	625
10344	626
12135	627
16227	628
4791	629
4765	630
16510	631
15832	632
18764	633
8939	634
11394	635
13475	636
13270	637
13927	638
2840	639
9260	640
19360	641
15007	642
2237	643
13042	644
17301	645
6170	646
9776	647
6398	648
17758	649
12067	650
4263	651
15130	652
129	653
16148	654
17107	655
9443	656
16601	657
1009	658
16228	659
10708	660
17336	661
2679	662
13128	663
10262	664
3213	665
97	666
16185	667
11199	668
16686	669
3070	670
2193	671
523	672
2524	673
6668	674
26	675
19096	676
17798	677
2005	678
11952	679
15485	680
6140	681
15696	682
7934	683
1405	684
18822	685
113	686
2213	687
6509	688
11118	689
16974	690
4175	691
7453	692
4020	693
6867	694
17662	695
12823	696
7314	697
4525	698
2364	699
9743	700
5034	701
7113	702
13243	703
4682	704
19314	705
13255	706
6409	707
12504	708
7244	709
1914	710
17945	711
9494	712
7676	713
8999	714
18159	715
18792	716
9727	717
16403	718
17356	719
11238	720
8935	721
19060	722
14337	723
7473	724
2682	725
12688	726
4642	727
11586	728
19254	729
15343	730
17577	731
614	732
3729	733
360	734
17373	735
6154	736
4483	737
9116	738
3730	739
19009	740
16937	741
18902	742
12683	743
11332	744
7349	745
11937	746
15296	747
18908	748
3987	749
3862	750
17378	751
9148	752
4656	753
13892	754
5061	755
11234	756
6343	757
1444	758
17558	759
17200	760
18061	761
15229	762
16082	763
9930	764
4358	765
5553	766
5548	767
7623	768
7312	769
5115	770
15782	771
18072	772
18766	773
8015	774
11803	775
11402	776
12355	777
10169	778
312	779
18898	780
7525	781
13215	782
8289	783
13616	784
3532	785
698	786
5411	787
8622	788
4183	789
3574	790
3	791
5950	792
4086	793
15423	794
14960	795
16899	796
1935	797
1034	798
4430	799
1113	800
15346	801
5271	802
9193	803
17442	804
557	805
15715	806
17404	807
55	808
17489	809
1785	810
17445	811
6849	812
457	813
1765	814
583	815
13928	816
7874	817
14763	818
15928	819
343	820
9298	821
6406	822
5283	823
11099	824
16753	825
13184	826
16858	827
4097	828
19658	829
16370	830
17271	831
7168	832
15035	833
1511	834
11884	835
14229	836
10944	837
4748	838
10177	839
15946	840
2861	841
658	842
9024	843
5498	844
171	845
2375	846
5679	847
16583	848
14072	849
18002	850
12050	851
4510	852
9120	853
11974	854
3091	855
3191	856
2877	857
19335	858
2133	859
14876	860
13610	861
10767	862
13202	863
4584	864
4012	865
3317	866
1143	867
4575	868
19479	869
17585	870
2035	871
5632	872
2868	873
13145	874
3212	875
15735	876
9692	877
11849	878
4644	879
18810	880
19170	881
5604	882
1598	883
10515	884
12728	885
18930	886
18523	887
3599	888
14995	889
5623	890
11261	891
15480	892
3801	893
1409	894
10421	895
13374	896
13260	897
5162	898
4084	899
17444	900
6262	901
5378	902
7123	903
18137	904
14867	905
375	906
11111	907
16342	908
4066	909
11344	910
39	911
8426	912
12995	913
2505	914
7916	915
3925	916
9213	917
9177	918
11480	919
13120	920
12284	921
624	922
4720	923
3970	924
3464	925
15126	926
19250	927
12126	928
10119	929
12798	930
3226	931
9368	932
8208	933
2721	934
11451	935
4959	936
12848	937
5927	938
425	939
12784	940
4961	941
6723	942
7014	943
16604	944
8830	945
6388	946
12448	947
8982	948
6287	949
10937	950
2827	951
3042	952
19602	953
5539	954
4182	955
6937	956
9748	957
13481	958
17510	959
803	960
8607	961
4783	962
7365	963
1276	964
17470	965
16007	966
968	967
14300	968
14496	969
15861	970
6730	971
3199	972
14618	973
16865	974
13325	975
4840	976
11483	977
6063	978
6257	979
17812	980
7046	981
860	982
3825	983
4732	984
3421	985
13827	986
16439	987
8688	988
18295	989
18187	990
5066	991
3853	992
8402	993
2057	994
4628	995
2684	996
13013	997
18144	998
7697	999
2715	1000
14444	1001
16293	1002
1016	1003
2656	1004
12019	1005
14247	1006
15389	1007
3203	1008
7895	1009
4111	1010
18352	1011
3875	1012
9197	1013
15407	1014
11931	1015
1532	1016
19458	1017
14382	1018
19711	1019
13553	1020
6964	1021
5653	1022
9799	1023
3249	1024
1510	1025
12551	1026
7450	1027
17126	1028
11450	1029
8132	1030
4771	1031
1337	1032
388	1033
2641	1034
11824	1035
15395	1036
6523	1037
6476	1038
14849	1039
15619	1040
8445	1041
3040	1042
5558	1043
9056	1044
1811	1045
12834	1046
7355	1047
5603	1048
13199	1049
8913	1050
7979	1051
18454	1052
12942	1053
3685	1054
15794	1055
18739	1056
2209	1057
12803	1058
18725	1059
8963	1060
1989	1061
11034	1062
5920	1063
17128	1064
5936	1065
7384	1066
1773	1067
17018	1068
16075	1069
6329	1070
15568	1071
13275	1072
338	1073
6139	1074
15753	1075
1083	1076
1699	1077
7305	1078
11572	1079
1564	1080
12938	1081
7903	1082
6289	1083
16960	1084
9607	1085
7551	1086
12926	1087
12908	1088
12806	1089
16747	1090
7093	1091
18468	1092
16862	1093
6394	1094
15293	1095
14840	1096
3211	1097
9654	1098
15179	1099
8718	1100
13895	1101
12278	1102
8557	1103
15462	1104
11528	1105
12062	1106
133	1107
15447	1108
10048	1109
14930	1110
9247	1111
18483	1112
19001	1113
12831	1114
7341	1115
8222	1116
4645	1117
14793	1118
9616	1119
8496	1120
12750	1121
15664	1122
6540	1123
520	1124
6685	1125
11080	1126
10094	1127
817	1128
9180	1129
6558	1130
17189	1131
4323	1132
9677	1133
18886	1134
16026	1135
18519	1136
18627	1137
14086	1138
19444	1139
1578	1140
5445	1141
7888	1142
11050	1143
10225	1144
16089	1145
13248	1146
14376	1147
6324	1148
8050	1149
10065	1150
702	1151
10952	1152
13911	1153
19342	1154
2136	1155
10414	1156
7699	1157
10616	1158
16103	1159
16147	1160
11960	1161
3845	1162
13558	1163
2135	1164
5763	1165
15575	1166
3848	1167
9887	1168
17557	1169
2506	1170
4245	1171
6352	1172
16580	1173
580	1174
5011	1175
439	1176
12354	1177
6605	1178
3749	1179
18313	1180
10621	1181
2120	1182
3983	1183
3067	1184
18817	1185
6830	1186
13194	1187
9498	1188
8414	1189
4956	1190
1803	1191
2690	1192
10086	1193
8535	1194
3657	1195
9391	1196
7261	1197
12466	1198
14881	1199
1349	1200
16154	1201
4586	1202
2600	1203
3979	1204
6258	1205
3754	1206
7670	1207
18714	1208
6179	1209
1488	1210
12854	1211
13129	1212
3961	1213
3227	1214
13370	1215
7101	1216
4166	1217
4734	1218
1880	1219
3497	1220
14717	1221
12216	1222
16996	1223
14236	1224
10242	1225
11563	1226
5031	1227
7139	1228
7855	1229
1167	1230
16770	1231
14127	1232
6431	1233
17741	1234
11578	1235
12095	1236
11022	1237
19681	1238
1975	1239
13089	1240
7001	1241
18413	1242
6041	1243
17847	1244
2425	1245
12367	1246
7770	1247
5080	1248
9908	1249
8859	1250
6930	1251
15374	1252
15294	1253
16718	1254
14090	1255
4203	1256
495	1257
18698	1258
17888	1259
9421	1260
6049	1261
8795	1262
4623	1263
5808	1264
16967	1265
14348	1266
16025	1267
2020	1268
836	1269
10506	1270
7153	1271
17193	1272
15855	1273
2263	1274
8213	1275
15837	1276
19391	1277
10361	1278
11639	1279
13627	1280
8808	1281
18986	1282
6791	1283
11165	1284
13201	1285
6202	1286
13728	1287
7823	1288
4692	1289
14520	1290
7897	1291
777	1292
6118	1293
1338	1294
19672	1295
4471	1296
1196	1297
4128	1298
16948	1299
3646	1300
2580	1301
16486	1302
16221	1303
19722	1304
7424	1305
12092	1306
17527	1307
182	1308
19389	1309
18837	1310
11627	1311
17388	1312
13598	1313
19090	1314
18899	1315
17661	1316
18590	1317
19231	1318
10460	1319
3310	1320
14862	1321
1190	1322
5507	1323
4599	1324
12100	1325
8215	1326
16992	1327
10543	1328
12727	1329
13249	1330
3442	1331
13098	1332
11214	1333
18684	1334
8139	1335
8249	1336
16969	1337
4290	1338
14635	1339
5824	1340
8431	1341
6620	1342
1085	1343
18499	1344
14931	1345
5541	1346
9608	1347
12036	1348
11390	1349
5191	1350
2512	1351
17074	1352
16605	1353
16472	1354
14939	1355
5385	1356
8464	1357
13160	1358
4318	1359
11672	1360
8815	1361
10659	1362
7580	1363
11551	1364
9518	1365
5239	1366
13672	1367
2069	1368
5594	1369
17308	1370
9468	1371
8684	1372
1918	1373
5726	1374
11701	1375
18630	1376
8969	1377
9906	1378
7740	1379
546	1380
14868	1381
13546	1382
11232	1383
5501	1384
11565	1385
19585	1386
16043	1387
3648	1388
7794	1389
12894	1390
14976	1391
1395	1392
7709	1393
18496	1394
18290	1395
16355	1396
6719	1397
8229	1398
556	1399
5600	1400
15580	1401
17199	1402
6797	1403
16507	1404
2002	1405
18596	1406
3629	1407
3609	1408
11800	1409
6484	1410
8105	1411
6393	1412
7846	1413
4336	1414
14524	1415
1044	1416
5297	1417
19030	1418
10538	1419
1573	1420
13788	1421
6941	1422
1031	1423
865	1424
16390	1425
8846	1426
12257	1427
12112	1428
6487	1429
5930	1430
12676	1431
11203	1432
19166	1433
14281	1434
15440	1435
12710	1436
9875	1437
3282	1438
15700	1439
15683	1440
9327	1441
13479	1442
708	1443
692	1444
8090	1445
14062	1446
8101	1447
13070	1448
4171	1449
4844	1450
7268	1451
5008	1452
3228	1453
3514	1454
853	1455
12379	1456
4413	1457
7947	1458
5817	1459
12618	1460
13985	1461
18621	1462
13575	1463
14591	1464
9285	1465
2350	1466
1536	1467
9533	1468
15942	1469
18451	1470
10897	1471
8822	1472
1967	1473
6712	1474
12280	1475
13011	1476
17594	1477
230	1478
17774	1479
10844	1480
10403	1481
2254	1482
6958	1483
19400	1484
14907	1485
770	1486
10364	1487
1509	1488
10443	1489
8427	1490
17440	1491
7204	1492
7165	1493
2448	1494
2317	1495
4249	1496
8537	1497
4402	1498
4561	1499
10789	1500
16041	1501
15531	1502
8617	1503
1274	1504
16817	1505
1922	1506
12571	1507
992	1508
4992	1509
11702	1510
11392	1511
1518	1512
9127	1513
6042	1514
14230	1515
766	1516
6134	1517
9786	1518
9086	1519
7264	1520
13535	1521
15230	1522
8345	1523
9950	1524
11657	1525
5050	1526
13312	1527
16824	1528
3447	1529
7205	1530
567	1531
13682	1532
578	1533
12335	1534
9142	1535
18415	1536
11414	1537
16180	1538
3110	1539
19665	1540
5902	1541
518	1542
45	1543
6920	1544
2433	1545
187	1546
14358	1547
3164	1548
1022	1549
709	1550
17078	1551
1497	1552
2878	1553
3404	1554
13097	1555
9036	1556
3297	1557
4177	1558
2733	1559
18059	1560
5734	1561
4152	1562
4155	1563
18111	1564
1226	1565
12662	1566
6045	1567
14056	1568
16202	1569
4948	1570
18511	1571
16481	1572
1126	1573
10145	1574
15285	1575
1146	1576
13676	1577
14963	1578
18782	1579
8797	1580
15033	1581
8479	1582
3520	1583
16001	1584
10477	1585
16790	1586
10373	1587
14357	1588
8115	1589
2694	1590
3654	1591
8699	1592
5872	1593
1863	1594
2696	1595
17087	1596
18546	1597
12706	1598
14550	1599
5665	1600
19733	1601
9690	1602
9713	1603
9951	1604
11380	1605
6778	1606
15904	1607
12502	1608
16665	1609
15622	1610
405	1611
1668	1612
13195	1613
12843	1614
47	1615
5091	1616
10605	1617
9656	1618
1696	1619
2456	1620
8370	1621
16254	1622
14214	1623
966	1624
1181	1625
13797	1626
9925	1627
3488	1628
13821	1629
9503	1630
7792	1631
8397	1632
18387	1633
9889	1634
11996	1635
16728	1636
9563	1637
15641	1638
9764	1639
13914	1640
19401	1641
19135	1642
12888	1643
11716	1644
12156	1645
1228	1646
12175	1647
7726	1648
9937	1649
12331	1650
4099	1651
14372	1652
5394	1653
6451	1654
18391	1655
13470	1656
8330	1657
14736	1658
7188	1659
4714	1660
8012	1661
18471	1662
14539	1663
14141	1664
19691	1665
6789	1666
8879	1667
9095	1668
17011	1669
6859	1670
5240	1671
9879	1672
3565	1673
1236	1674
10713	1675
4597	1676
12540	1677
15744	1678
14603	1679
7299	1680
12840	1681
11262	1682
14794	1683
70	1684
3190	1685
16618	1686
1495	1687
14306	1688
9763	1689
15786	1690
8298	1691
3962	1692
16426	1693
9977	1694
15050	1695
8476	1696
14015	1697
537	1698
9812	1699
8196	1700
5511	1701
11844	1702
6888	1703
2794	1704
4052	1705
4165	1706
12868	1707
2125	1708
4106	1709
13061	1710
4126	1711
9462	1712
13595	1713
1093	1714
9275	1715
6549	1716
14103	1717
1355	1718
16959	1719
16745	1720
16290	1721
2084	1722
18393	1723
6350	1724
14961	1725
1676	1726
7277	1727
10846	1728
4498	1729
15157	1730
11019	1731
3965	1732
5591	1733
3570	1734
19163	1735
8670	1736
15974	1737
7187	1738
971	1739
12682	1740
12459	1741
7626	1742
17825	1743
4102	1744
13774	1745
3189	1746
12230	1747
14805	1748
906	1749
7226	1750
8305	1751
16150	1752
7851	1753
8700	1754
1077	1755
1018	1756
487	1757
4799	1758
17833	1759
8971	1760
2842	1761
17595	1762
12096	1763
19076	1764
16013	1765
12832	1766
6423	1767
6706	1768
7993	1769
11401	1770
6573	1771
1772	1772
4789	1773
19350	1774
4657	1775
19378	1776
13250	1777
7028	1778
14711	1779
15682	1780
2292	1781
15638	1782
3076	1783
885	1784
16628	1785
1273	1786
6901	1787
16265	1788
9648	1789
4878	1790
10576	1791
6096	1792
5727	1793
4983	1794
13635	1795
12414	1796
1272	1797
17559	1798
9027	1799
7978	1800
15358	1801
4146	1802
7408	1803
10677	1804
16166	1805
10656	1806
14700	1807
14873	1808
10781	1809
16760	1810
3423	1811
2274	1812
9429	1813
17243	1814
7727	1815
3904	1816
18586	1817
3268	1818
876	1819
10457	1820
16904	1821
364	1822
8585	1823
1611	1824
1367	1825
15740	1826
4817	1827
13687	1828
3926	1829
16700	1830
3778	1831
18281	1832
6058	1833
5196	1834
4135	1835
14680	1836
9452	1837
15693	1838
12520	1839
2766	1840
19279	1841
7908	1842
17834	1843
19404	1844
4973	1845
14670	1846
9262	1847
6538	1848
16881	1849
19655	1850
2603	1851
18864	1852
2011	1853
11566	1854
4179	1855
13416	1856
17682	1857
1891	1858
385	1859
5949	1860
3116	1861
14751	1862
778	1863
11007	1864
12328	1865
6141	1866
9283	1867
6	1868
19171	1869
475	1870
9676	1871
6192	1872
4371	1873
4567	1874
17503	1875
3805	1876
18139	1877
4819	1878
4368	1879
8933	1880
16343	1881
6166	1882
14046	1883
2093	1884
6477	1885
9815	1886
9087	1887
6145	1888
16430	1889
12758	1890
18531	1891
13493	1892
5647	1893
1526	1894
12576	1895
6629	1896
18122	1897
16651	1898
19442	1899
4662	1900
3697	1901
7884	1902
7707	1903
1871	1904
17830	1905
1280	1906
17094	1907
18329	1908
5575	1909
12631	1910
2119	1911
10743	1912
18293	1913
8592	1914
10063	1915
9830	1916
5821	1917
11769	1918
4100	1919
9846	1920
14725	1921
11976	1922
3868	1923
4344	1924
15868	1925
2468	1926
2318	1927
3298	1928
4913	1929
15772	1930
11445	1931
16597	1932
15427	1933
12264	1934
676	1935
12858	1936
17697	1937
17955	1938
469	1939
15442	1940
174	1941
1303	1942
11331	1943
15941	1944
18988	1945
9768	1946
1865	1947
6070	1948
7539	1949
846	1950
3935	1951
10267	1952
3632	1953
9025	1954
5928	1955
16740	1956
16168	1957
11939	1958
10157	1959
11859	1960
15269	1961
7260	1962
17272	1963
10313	1964
17209	1965
3058	1966
10254	1967
10164	1968
9117	1969
3215	1970
5015	1971
19409	1972
11925	1973
9593	1974
8555	1975
279	1976
15217	1977
673	1978
9959	1979
13010	1980
6827	1981
4408	1982
15489	1983
17065	1984
5884	1985
8516	1986
135	1987
4674	1988
4311	1989
11476	1990
12003	1991
1298	1992
2757	1993
7003	1994
6266	1995
18721	1996
311	1997
19141	1998
2786	1999
3354	2000
6626	2001
16608	2002
9898	2003
17587	2004
17043	2005
12183	2006
342	2007
4104	2008
9984	2009
5381	2010
2348	2011
11644	2012
14964	2013
4281	2014
7564	2015
6902	2016
19313	2017
12890	2018
4497	2019
14219	2020
14861	2021
16620	2022
1287	2023
2610	2024
14755	2025
12399	2026
8056	2027
14454	2028
8909	2029
11865	2030
6208	2031
19675	2032
9493	2033
4830	2034
9679	2035
2850	2036
9351	2037
9070	2038
4849	2039
3664	2040
15459	2041
7257	2042
15555	2043
14955	2044
3675	2045
5557	2046
10210	2047
2586	2048
6909	2049
4697	2050
19105	2051
1291	2052
15345	2053
5130	2054
13632	2055
5955	2056
16552	2057
840	2058
13264	2059
11930	2060
2027	2061
17986	2062
17046	2063
13360	2064
8598	2065
8770	2066
10672	2067
13413	2068
1683	2069
9299	2070
6219	2071
16463	2072
2496	2073
5290	2074
18394	2075
16524	2076
4267	2077
3787	2078
9149	2079
14473	2080
9766	2081
16756	2082
1086	2083
17125	2084
44	2085
11096	2086
7483	2087
10358	2088
11223	2089
2587	2090
17639	2091
19103	2092
12941	2093
15211	2094
665	2095
8716	2096
17887	2097
4280	2098
17222	2099
10191	2100
13794	2101
10125	2102
18992	2103
19243	2104
10206	2105
4347	2106
8911	2107
8974	2108
15124	2109
16334	2110
13584	2111
10162	2112
15416	2113
18032	2114
17492	2115
1746	2116
1878	2117
9559	2118
5111	2119
7989	2120
12788	2121
2537	2122
9430	2123
13177	2124
11914	2125
12591	2126
9206	2127
10769	2128
6841	2129
2949	2130
1784	2131
19019	2132
86	2133
13846	2134
15332	2135
5425	2136
967	2137
14196	2138
12013	2139
4750	2140
399	2141
5343	2142
15324	2143
2677	2144
16468	2145
14568	2146
2404	2147
10497	2148
18425	2149
3548	2150
19220	2151
3265	2152
7358	2153
13429	2154
7265	2155
7924	2156
18012	2157
8818	2158
3143	2159
13036	2160
9754	2161
6552	2162
19680	2163
5714	2164
3622	2165
1678	2166
14977	2167
11488	2168
3465	2169
10332	2170
8257	2171
13457	2172
16733	2173
11833	2174
10056	2175
8905	2176
14944	2177
6644	2178
1847	2179
8207	2180
13772	2181
8395	2182
10394	2183
8543	2184
16539	2185
3506	2186
5206	2187
14335	2188
11703	2189
15197	2190
19317	2191
10816	2192
14389	2193
4109	2194
4228	2195
18494	2196
11567	2197
15263	2198
14771	2199
10293	2200
1791	2201
4823	2202
5215	2203
18304	2204
2722	2205
11350	2206
5135	2207
9790	2208
16593	2209
12106	2210
9465	2211
9916	2212
15369	2213
8775	2214
11575	2215
11926	2216
11524	2217
17611	2218
17581	2219
12309	2220
11218	2221
2324	2222
5074	2223
11347	2224
18117	2225
7125	2226
15596	2227
12673	2228
14405	2229
12277	2230
1542	2231
9433	2232
5051	2233
17129	2234
5251	2235
16049	2236
5620	2237
18673	2238
12639	2239
1706	2240
6344	2241
704	2242
5247	2243
3975	2244
10983	2245
18204	2246
18457	2247
12693	2248
10568	2249
8958	2250
7904	2251
3903	2252
92	2253
5914	2254
11940	2255
16465	2256
6905	2257
6794	2258
10365	2259
4154	2260
13882	2261
1305	2262
4504	2263
7953	2264
2360	2265
4722	2266
17597	2267
11481	2268
16194	2269
14577	2270
3623	2271
6711	2272
17499	2273
12976	2274
8030	2275
16976	2276
12233	2277
9363	2278
14330	2279
11449	2280
18563	2281
8525	2282
15233	2283
7000	2284
6924	2285
10223	2286
2177	2287
16257	2288
18362	2289
13401	2290
17897	2291
11249	2292
6187	2293
18575	2294
17422	2295
10954	2296
14658	2297
14759	2298
18641	2299
1469	2300
1898	2301
7135	2302
19580	2303
4592	2304
14095	2305
913	2306
6560	2307
15552	2308
5810	2309
3806	2310
18581	2311
4519	2312
10994	2313
10673	2314
1168	2315
15910	2316
2418	2317
6301	2318
1716	2319
18381	2320
16253	2321
17017	2322
3643	2323
17781	2324
7568	2325
11790	2326
4717	2327
1028	2328
18103	2329
11995	2330
3299	2331
18987	2332
3592	2333
7685	2334
13491	2335
3242	2336
3068	2337
14396	2338
11599	2339
16230	2340
4536	2341
10881	2342
206	2343
3372	2344
8282	2345
19267	2346
18156	2347
9169	2348
6087	2349
7111	2350
19291	2351
6878	2352
13162	2353
16744	2354
18000	2355
9872	2356
18547	2357
13743	2358
8600	2359
11699	2360
6891	2361
8243	2362
1182	2363
18250	2364
7302	2365
16335	2366
19098	2367
2919	2368
2956	2369
2617	2370
15745	2371
16318	2372
3914	2373
10683	2374
5794	2375
17173	2376
299	2377
18932	2378
2162	2379
273	2380
531	2381
13122	2382
1115	2383
14742	2384
19737	2385
467	2386
6603	2387
14146	2388
7774	2389
6210	2390
16668	2391
16657	2392
5593	2393
15202	2394
7873	2395
9702	2396
3374	2397
5903	2398
13753	2399
14904	2400
13678	2401
944	2402
4613	2403
14966	2404
8404	2405
10507	2406
15554	2407
1978	2408
18075	2409
16696	2410
1491	2411
16719	2412
19323	2413
3540	2414
15095	2415
1248	2416
5913	2417
12199	2418
5119	2419
10524	2420
18116	2421
864	2422
6795	2423
9360	2424
16099	2425
12697	2426
17096	2427
5412	2428
16984	2429
19573	2430
5079	2431
7290	2432
14009	2433
15299	2434
15704	2435
12918	2436
3367	2437
2076	2438
11552	2439
2265	2440
10520	2441
11956	2442
16880	2443
14290	2444
22	2445
5151	2446
14048	2447
8333	2448
17300	2449
10642	2450
14121	2451
5505	2452
19160	2453
15980	2454
16050	2455
16357	2456
17563	2457
12568	2458
13543	2459
16980	2460
9165	2461
10410	2462
14312	2463
16926	2464
6200	2465
3542	2466
4919	2467
11934	2468
15381	2469
2525	2470
16138	2471
8051	2472
10000	2473
12638	2474
15267	2475
16691	2476
11444	2477
14816	2478
2907	2479
2031	2480
10977	2481
16369	2482
15906	2483
9279	2484
10491	2485
19424	2486
15225	2487
8290	2488
7077	2489
3083	2490
6158	2491
14108	2492
15308	2493
19204	2494
16441	2495
4654	2496
4543	2497
15582	2498
14610	2499
10366	2500
9309	2501
314	2502
11958	2503
13685	2504
12919	2505
9567	2506
15522	2507
15287	2508
5400	2509
4649	2510
16218	2511
13893	2512
15435	2513
11012	2514
10426	2515
190	2516
7668	2517
