item_id	itemID
6980	389
13431	390
7881	391
10045	392
9263	393
9435	394
16130	395
2249	396
3741	397
16372	398
18321	399
9093	400
10434	401
6910	402
8447	403
14199	404
9703	405
13948	406
3755	407
589	408
17033	409
17007	410
8320	411
957	412
11493	413
11189	414
1297	415
2458	416
3680	417
12401	418
823	419
12144	420
14123	421
2969	422
5503	423
11517	424
10027	425
15113	426
2622	427
9310	428
18944	429
15025	430
19489	431
7714	432
16925	433
2774	434
18887	435
16745	436
15467	437
13596	438
5578	439
933	440
12979	441
18255	442
17862	443
1446	444
15362	445
1146	446
11098	447
13830	448
9932	449
16495	450
2855	451
2667	452
1662	453
3993	454
15094	455
1313	456
6939	457
15514	458
12789	459
18880	460
10655	461
15858	462
1974	463
12164	464
9788	465
16503	466
18613	467
12454	468
17020	469
3964	470
6137	471
10405	472
1608	473
10194	474
14610	475
17243	476
2672	477
12991	478
8637	479
7551	480
8523	481
7554	482
277	483
18215	484
4144	485
816	486
5919	487
236	488
14489	489
12110	490
11775	491
6234	492
17154	493
510	494
18023	495
420	496
4323	497
16980	498
2844	499
7846	500
10788	501
11226	502
11430	503
3725	504
3039	505
11444	506
2628	507
2041	508
720	509
15545	510
2224	511
11810	512
12754	513
10826	514
6657	515
18278	516
17350	517
700	518
14808	519
2386	520
7557	521
9996	522
8989	523
2065	524
16230	525
9681	526
18843	527
9659	528
8049	529
6266	530
5838	531
18420	532
7526	533
13682	534
14530	535
15544	536
2725	537
8051	538
11649	539
7036	540
15712	541
16423	542
610	543
705	544
6240	545
259	546
6233	547
28	548
9878	549
1740	550
12690	551
16322	552
8160	553
6821	554
17236	555
12764	556
4032	557
12261	558
9245	559
7242	560
9474	561
5498	562
9537	563
1030	564
1390	565
13637	566
10980	567
12387	568
6908	569
12436	570
10689	571
8392	572
7099	573
16252	574
1267	575
5325	576
11948	577
3165	578
2570	579
12695	580
17031	581
13526	582
7834	583
8283	584
3412	585
10737	586
8953	587
3167	588
5099	589
5739	590
13770	591
14692	592
7963	593
1260	594
15502	595
16046	596
8154	597
19191	598
6667	599
9249	600
17219	601
14050	602
17941	603
9153	604
19252	605
8826	606
5197	607
12321	608
16826	609
10950	610
7240	611
13243	612
5603	613
18899	614
4645	615
3310	616
18862	617
14214	618
14361	619
16202	620
3979	621
12448	622
16025	623
12710	624
9898	625
3155	626
10029	627
6288	628
12174	629
10458	630
2111	631
6041	632
2255	633
2391	634
8495	635
10046	636
11389	637
16093	638
2612	639
11223	640
4463	641
4927	642
4443	643
2629	644
1148	645
1543	646
12983	647
6375	648
13847	649
2597	650
19360	651
4765	652
11199	653
13892	654
11111	655
14840	656
12278	657
16026	658
15575	659
16180	660
14015	661
2140	662
10417	663
4929	664
3510	665
7043	666
11078	667
11892	668
13072	669
6470	670
5355	671
10979	672
13193	673
9665	674
990	675
15491	676
9830	677
14898	678
5041	679
9108	680
8999	681
8139	682
1028	683
5036	684
8400	685
7287	686
4915	687
14632	688
469	689
19414	690
15691	691
9936	692
9940	693
905	694
5759	695
8629	696
2514	697
4843	698
18977	699
18373	700
4063	701
18958	702
14346	703
16928	704
735	705
9452	706
190	707
13712	708
11423	709
19479	710
518	711
3736	712
11567	713
15907	714
8089	715
2685	716
16761	717
17234	718
1440	719
18120	720
18002	721
3265	722
9814	723
10722	724
15767	725
4114	726
7169	727
4531	728
17200	729
19476	730
9644	731
2999	732
17010	733
8407	734
13101	735
10833	736
6073	737
19717	738
3601	739
5341	740
18569	741
3137	742
3549	743
17310	744
17645	745
14063	746
16649	747
19731	748
12820	749
11168	750
1921	751
8855	752
11811	753
10921	754
17810	755
3302	756
2708	757
15128	758
7511	759
3527	760
13829	761
989	762
7904	763
3533	764
13053	765
16967	766
6791	767
2448	768
2240	769
7583	770
9058	771
8633	772
5789	773
6362	774
12334	775
6438	776
13576	777
4509	778
18197	779
10954	780
19329	781
7457	782
3817	783
12439	784
18789	785
1459	786
15201	787
6062	788
10272	789
8493	790
16794	791
7779	792
4986	793
7548	794
3065	795
8591	796
5852	797
16366	798
11783	799
8721	800
17422	801
11216	802
18020	803
17885	804
16866	805
9928	806
704	807
84	808
18666	809
5422	810
8266	811
4718	812
3932	813
18303	814
270	815
8790	816
14049	817
19067	818
8906	819
9420	820
6260	821
7512	822
15409	823
18346	824
3352	825
19116	826
9409	827
19678	828
3503	829
18528	830
19173	831
4091	832
6655	833
756	834
12245	835
2676	836
16207	837
5748	838
4490	839
15134	840
10043	841
10351	842
13151	843
12305	844
18559	845
16409	846
11498	847
5645	848
3438	849
17858	850
13361	851
17431	852
7362	853
5632	854
44	855
11203	856
10363	857
12324	858
11003	859
2239	860
15845	861
2493	862
7565	863
10338	864
7353	865
17698	866
7859	867
6660	868
9199	869
2313	870
2004	871
4708	872
18187	873
4596	874
8832	875
8217	876
2540	877
1864	878
19541	879
858	880
18504	881
15690	882
16899	883
113	884
19672	885
10616	886
9950	887
18782	888
3488	889
655	890
11729	891
17953	892
1775	893
18832	894
9543	895
1549	896
2644	897
18305	898
12249	899
13373	900
4871	901
17704	902
12036	903
18056	904
18601	905
15060	906
2932	907
734	908
13076	909
14918	910
8246	911
15044	912
17700	913
1664	914
11603	915
19470	916
10709	917
5031	918
2406	919
261	920
15727	921
10132	922
14453	923
13851	924
16768	925
17875	926
11125	927
5840	928
16119	929
19648	930
14249	931
11299	932
10834	933
18382	934
9972	935
12699	936
9439	937
18952	938
3096	939
12895	940
10762	941
12457	942
17753	943
15593	944
3325	945
12665	946
9599	947
13222	948
7388	949
1640	950
15218	951
16961	952
1451	953
17527	954
17474	955
3534	956
15623	957
13384	958
4536	959
19472	960
10682	961
8660	962
88	963
3863	964
5393	965
9775	966
13139	967
13888	968
6145	969
6088	970
18546	971
8890	972
9336	973
7523	974
3278	975
11151	976
13281	977
11794	978
1787	979
7058	980
6467	981
7842	982
5426	983
2798	984
17204	985
10368	986
3657	987
14897	988
12051	989
12289	990
2800	991
5732	992
13628	993
11519	994
17066	995
839	996
11673	997
17424	998
6389	999
19110	1000
13197	1001
157	1002
4385	1003
6567	1004
15372	1005
9556	1006
9523	1007
10588	1008
14124	1009
690	1010
17053	1011
5902	1012
11182	1013
12105	1014
2783	1015
12014	1016
17984	1017
18915	1018
9899	1019
2866	1020
5121	1021
7192	1022
18393	1023
7381	1024
12027	1025
9243	1026
10678	1027
11861	1028
15789	1029
8009	1030
14387	1031
14190	1032
10393	1033
13387	1034
8863	1035
18263	1036
1099	1037
15926	1038
5419	1039
3032	1040
17996	1041
4665	1042
872	1043
2334	1044
24	1045
19601	1046
3176	1047
6911	1048
14559	1049
8294	1050
7254	1051
9823	1052
1645	1053
1737	1054
13811	1055
9842	1056
776	1057
12495	1058
9464	1059
15363	1060
5032	1061
17946	1062
11086	1063
5238	1064
14930	1065
12708	1066
3271	1067
15498	1068
3806	1069
2958	1070
19236	1071
7207	1072
1380	1073
2459	1074
14860	1075
1315	1076
17850	1077
8102	1078
1639	1079
17733	1080
12635	1081
11534	1082
14068	1083
206	1084
3159	1085
15345	1086
2246	1087
16942	1088
17731	1089
844	1090
6398	1091
4160	1092
13958	1093
476	1094
18606	1095
1754	1096
17568	1097
8690	1098
4736	1099
12340	1100
4836	1101
15151	1102
8418	1103
8754	1104
8635	1105
1911	1106
10082	1107
4939	1108
1483	1109
4896	1110
54	1111
7033	1112
16537	1113
16981	1114
6572	1115
3260	1116
16077	1117
9512	1118
13232	1119
15881	1120
9128	1121
11437	1122
2259	1123
11984	1124
16886	1125
7586	1126
18361	1127
15312	1128
16255	1129
15503	1130
7607	1131
17456	1132
12327	1133
890	1134
11747	1135
717	1136
19382	1137
3270	1138
10618	1139
2430	1140
15897	1141
14034	1142
13516	1143
5799	1144
11484	1145
10929	1146
19629	1147
11552	1148
14810	1149
11384	1150
15202	1151
2511	1152
17863	1153
1647	1154
18724	1155
18582	1156
14544	1157
10171	1158
3923	1159
18052	1160
1623	1161
954	1162
6541	1163
878	1164
18598	1165
1069	1166
5415	1167
6934	1168
10450	1169
2190	1170
154	1171
4524	1172
19325	1173
7605	1174
18032	1175
4717	1176
18083	1177
18806	1178
5465	1179
17080	1180
1650	1181
15566	1182
9562	1183
1255	1184
13537	1185
6700	1186
17665	1187
12202	1188
1361	1189
9433	1190
10402	1191
3060	1192
17567	1193
5375	1194
4818	1195
15430	1196
4984	1197
9269	1198
2153	1199
11495	1200
3213	1201
16355	1202
14141	1203
9648	1204
4343	1205
1126	1206
14367	1207
1712	1208
4591	1209
13583	1210
2365	1211
6472	1212
226	1213
5722	1214
15965	1215
15628	1216
8496	1217
7089	1218
1411	1219
9209	1220
10610	1221
5963	1222
1580	1223
12626	1224
7023	1225
15085	1226
23	1227
11196	1228
6460	1229
7180	1230
18396	1231
16992	1232
1542	1233
3869	1234
6750	1235
16401	1236
3664	1237
9244	1238
748	1239
5045	1240
12488	1241
16975	1242
5434	1243
2757	1244
4440	1245
12361	1246
9323	1247
2183	1248
16780	1249
2209	1250
4392	1251
15224	1252
14285	1253
9040	1254
4729	1255
13242	1256
5642	1257
14220	1258
16242	1259
2081	1260
11660	1261
4333	1262
5829	1263
16918	1264
4304	1265
3756	1266
684	1267
6623	1268
8117	1269
602	1270
7026	1271
1680	1272
4602	1273
15585	1274
784	1275
3301	1276
8302	1277
10748	1278
6099	1279
6615	1280
1671	1281
8934	1282
19245	1283
12566	1284
18700	1285
4049	1286
17183	1287
18368	1288
7977	1289
16829	1290
8616	1291
15559	1292
10362	1293
13690	1294
18398	1295
19537	1296
2884	1297
16510	1298
4450	1299
13104	1300
2237	1301
13123	1302
6743	1303
18323	1304
5093	1305
10570	1306
10736	1307
13296	1308
19102	1309
12721	1310
18551	1311
17041	1312
17675	1313
5867	1314
13683	1315
18713	1316
17351	1317
6736	1318
17657	1319
8640	1320
10233	1321
2657	1322
8484	1323
16529	1324
2034	1325
2967	1326
18811	1327
6225	1328
9118	1329
2687	1330
13430	1331
18618	1332
11929	1333
4628	1334
19198	1335
8907	1336
525	1337
18380	1338
15431	1339
11583	1340
17558	1341
15343	1342
3212	1343
4903	1344
5968	1345
841	1346
4997	1347
9676	1348
14177	1349
17931	1350
6126	1351
9041	1352
8326	1353
17827	1354
12847	1355
1814	1356
19632	1357
18256	1358
12003	1359
19170	1360
8352	1361
9091	1362
1714	1363
1327	1364
8030	1365
19737	1366
7766	1367
2808	1368
12601	1369
15086	1370
1083	1371
7877	1372
13344	1373
4951	1374
17122	1375
12630	1376
5679	1377
2677	1378
17717	1379
4053	1380
829	1381
13483	1382
15666	1383
2914	1384
12086	1385
2311	1386
15763	1387
11462	1388
1277	1389
7693	1390
13211	1391
4619	1392
12780	1393
10049	1394
12792	1395
17823	1396
16435	1397
11200	1398
4782	1399
16989	1400
9638	1401
12444	1402
1713	1403
12170	1404
18566	1405
7696	1406
3857	1407
15616	1408
8181	1409
19274	1410
15673	1411
14131	1412
14377	1413
11780	1414
12466	1415
11059	1416
6812	1417
12967	1418
5485	1419
4124	1420
6583	1421
12637	1422
12423	1423
9078	1424
8110	1425
832	1426
2770	1427
2722	1428
12137	1429
4874	1430
11337	1431
7510	1432
247	1433
449	1434
9852	1435
4060	1436
2479	1437
14476	1438
16429	1439
1103	1440
16028	1441
2363	1442
16741	1443
17798	1444
11058	1445
17576	1446
1981	1447
10126	1448
18429	1449
1753	1450
19633	1451
740	1452
17432	1453
8992	1454
13447	1455
11010	1456
3693	1457
13285	1458
15766	1459
11627	1460
2167	1461
11526	1462
6059	1463
8314	1464
17917	1465
1699	1466
12972	1467
3304	1468
19531	1469
19295	1470
14392	1471
15800	1472
15153	1473
4957	1474
15289	1475
15270	1476
14091	1477
6216	1478
6937	1479
6527	1480
11304	1481
8446	1482
6505	1483
2051	1484
7519	1485
10575	1486
19624	1487
3951	1488
15308	1489
3235	1490
90	1491
4990	1492
6077	1493
3329	1494
15741	1495
3490	1496
2631	1497
7212	1498
1454	1499
13598	1500
1717	1501
12140	1502
3466	1503
2451	1504
13790	1505
7923	1506
2860	1507
14745	1508
8058	1509
15477	1510
18489	1511
10314	1512
15442	1513
7313	1514
13027	1515
6649	1516
3738	1517
14118	1518
7440	1519
16398	1520
8759	1521
12328	1522
2356	1523
12049	1524
5460	1525
11351	1526
6281	1527
13227	1528
11345	1529
17442	1530
8134	1531
5362	1532
18691	1533
6586	1534
11359	1535
7177	1536
13863	1537
14682	1538
6167	1539
2956	1540
11302	1541
19306	1542
7520	1543
504	1544
15483	1545
15736	1546
16449	1547
10078	1548
2279	1549
1249	1550
1112	1551
9075	1552
2039	1553
13477	1554
16924	1555
2963	1556
18872	1557
18787	1558
11496	1559
2606	1560
1349	1561
6875	1562
1925	1563
13619	1564
2624	1565
3783	1566
14513	1567
6913	1568
1434	1569
11470	1570
8439	1571
18119	1572
11205	1573
18658	1574
16946	1575
11393	1576
5602	1577
2892	1578
17415	1579
13316	1580
14484	1581
16024	1582
6253	1583
17966	1584
6810	1585
873	1586
17383	1587
15775	1588
9865	1589
680	1590
2204	1591
11924	1592
9477	1593
11978	1594
3705	1595
10513	1596
19188	1597
14095	1598
12381	1599
10462	1600
16549	1601
6309	1602
12050	1603
13079	1604
17446	1605
2955	1606
5176	1607
18591	1608
7281	1609
9061	1610
16346	1611
3739	1612
11356	1613
1610	1614
12057	1615
118	1616
739	1617
11778	1618
4638	1619
10667	1620
14584	1621
7101	1622
9916	1623
8308	1624
18336	1625
18013	1626
14680	1627
376	1628
16340	1629
13299	1630
3317	1631
13659	1632
13487	1633
6196	1634
5677	1635
13796	1636
12923	1637
7123	1638
11868	1639
3838	1640
14752	1641
249	1642
2426	1643
3583	1644
1011	1645
6925	1646
9575	1647
18068	1648
16306	1649
15253	1650
6245	1651
15132	1652
1066	1653
10574	1654
17488	1655
3989	1656
4214	1657
16312	1658
7391	1659
15905	1660
12106	1661
9480	1662
17949	1663
10973	1664
9923	1665
8291	1666
7073	1667
4000	1668
8972	1669
6025	1670
14823	1671
14809	1672
8925	1673
1870	1674
585	1675
17708	1676
7821	1677
11903	1678
15931	1679
12203	1680
17536	1681
8624	1682
8165	1683
19572	1684
3474	1685
3253	1686
4583	1687
10201	1688
13932	1689
16541	1690
8243	1691
13457	1692
16771	1693
18480	1694
10133	1695
15784	1696
16112	1697
18090	1698
14201	1699
14882	1700
7278	1701
11820	1702
6481	1703
11144	1704
17292	1705
11148	1706
17812	1707
6333	1708
3295	1709
7710	1710
9834	1711
689	1712
10131	1713
8892	1714
12075	1715
1689	1716
18867	1717
17370	1718
1629	1719
6731	1720
9807	1721
17354	1722
10239	1723
5977	1724
6009	1725
12999	1726
13674	1727
8589	1728
9185	1729
13960	1730
8698	1731
5853	1732
1364	1733
3957	1734
17280	1735
6785	1736
9396	1737
9373	1738
958	1739
14417	1740
19167	1741
18502	1742
9929	1743
11949	1744
4650	1745
4863	1746
19609	1747
14408	1748
1340	1749
19146	1750
9021	1751
8371	1752
13425	1753
10474	1754
16573	1755
15546	1756
11710	1757
11520	1758
10089	1759
2198	1760
4107	1761
1171	1762
16083	1763
16428	1764
10551	1765
682	1766
12201	1767
1100	1768
13349	1769
8148	1770
7964	1771
13380	1772
10583	1773
18545	1774
3606	1775
13709	1776
11607	1777
2241	1778
12644	1779
13929	1780
2735	1781
1160	1782
14859	1783
13144	1784
391	1785
2577	1786
16575	1787
7365	1788
12727	1789
7000	1790
8199	1791
7910	1792
5038	1793
14457	1794
1687	1795
1918	1796
3484	1797
3368	1798
8453	1799
340	1800
14172	1801
10230	1802
13794	1803
3566	1804
11278	1805
16738	1806
12062	1807
17054	1808
17141	1809
1837	1810
74	1811
10504	1812
6777	1813
8475	1814
3928	1815
3653	1816
11669	1817
18392	1818
1050	1819
18563	1820
4945	1821
3312	1822
6898	1823
8709	1824
19538	1825
18062	1826
16712	1827
14696	1828
9634	1829
17090	1830
8836	1831
8128	1832
17769	1833
19292	1834
5178	1835
5234	1836
14061	1837
4994	1838
5345	1839
12587	1840
10568	1841
13266	1842
17342	1843
667	1844
5405	1845
17223	1846
12195	1847
8846	1848
15152	1849
5262	1850
16957	1851
9333	1852
19357	1853
17722	1854
9548	1855
6338	1856
888	1857
239	1858
4496	1859
15311	1860
2716	1861
3621	1862
10187	1863
8101	1864
13310	1865
15781	1866
6782	1867
13532	1868
4154	1869
4116	1870
1541	1871
16067	1872
10580	1873
17500	1874
7171	1875
18282	1876
16006	1877
13714	1878
16994	1879
428	1880
2044	1881
5929	1882
15998	1883
7063	1884
7798	1885
17357	1886
12732	1887
18519	1888
5892	1889
16637	1890
18465	1891
7860	1892
7858	1893
11379	1894
1682	1895
10867	1896
14021	1897
2615	1898
15038	1899
16528	1900
6293	1901
10750	1902
7673	1903
15219	1904
8527	1905
13012	1906
633	1907
4266	1908
13165	1909
418	1910
15287	1911
13650	1912
12175	1913
16171	1914
13328	1915
108	1916
15976	1917
17059	1918
12545	1919
17171	1920
5364	1921
17801	1922
18304	1923
11327	1924
18432	1925
12865	1926
17002	1927
19244	1928
13951	1929
12678	1930
6957	1931
9327	1932
3205	1933
13989	1934
9002	1935
13031	1936
5573	1937
9378	1938
12724	1939
11257	1940
15302	1941
11323	1942
266	1943
13126	1944
5344	1945
11414	1946
9766	1947
17950	1948
2531	1949
4677	1950
19169	1951
2188	1952
1916	1953
1250	1954
7464	1955
8887	1956
5514	1957
5911	1958
7186	1959
870	1960
8115	1961
819	1962
15754	1963
5310	1964
10715	1965
9013	1966
17314	1967
10611	1968
15718	1969
12112	1970
17499	1971
9461	1972
15341	1973
19638	1974
104	1975
18525	1976
11549	1977
17423	1978
5365	1979
8153	1980
14261	1981
8540	1982
10021	1983
2439	1984
10816	1985
19652	1986
7958	1987
8474	1988
10158	1989
12687	1990
10189	1991
14085	1992
18539	1993
3357	1994
3370	1995
10379	1996
17632	1997
17336	1998
18948	1999
3477	2000
3551	2001
5724	2002
12655	2003
18870	2004
19555	2005
2594	2006
1751	2007
1493	2008
19258	2009
2359	2010
1573	2011
18547	2012
16748	2013
13937	2014
10600	2015
11752	2016
17110	2017
16195	2018
16186	2019
14109	2020
18048	2021
291	2022
14542	2023
2668	2024
13688	2025
18864	2026
8767	2027
13564	2028
9680	2029
5935	2030
9968	2031
14925	2032
14373	2033
10412	2034
15490	2035
13434	2036
8482	2037
1589	2038
4795	2039
12528	2040
2332	2041
16650	2042
2375	2043
12301	2044
15925	2045
7764	2046
6279	2047
9017	2048
7283	2049
6709	2050
2285	2051
5964	2052
17	2053
9067	2054
9696	2055
11539	2056
685	2057
17189	2058
16865	2059
14094	2060
12492	2061
10523	2062
13131	2063
3769	2064
3309	2065
11610	2066
10369	2067
3879	2068
260	2069
902	2070
795	2071
14911	2072
19354	2073
10804	2074
6282	2075
18331	2076
2275	2077
19524	2078
13675	2079
9738	2080
16670	2081
8313	2082
8360	2083
3268	2084
5025	2085
8569	2086
10452	2087
5525	2088
7631	2089
5378	2090
16285	2091
6584	2092
16462	2093
10099	2094
12405	2095
7930	2096
11596	2097
9755	2098
1408	2099
8545	2100
1612	2101
14293	2102
7753	2103
13857	2104
11513	2105
8070	2106
16160	2107
9053	2108
16756	2109
3723	2110
5636	2111
5910	2112
6108	2113
15696	2114
10869	2115
950	2116
9553	2117
1025	2118
15127	2119
16111	2120
18485	2121
5550	2122
8307	2123
9984	2124
19557	2125
7751	2126
13175	2127
3540	2128
15452	2129
15196	2130
19082	2131
13744	2132
19050	2133
17460	2134
16264	2135
13585	2136
14776	2137
19530	2138
12206	2139
1441	2140
7346	2141
19276	2142
8997	2143
2787	2144
7380	2145
4727	2146
4243	2147
202	2148
4487	2149
17284	2150
4250	2151
11368	2152
14920	2153
18042	2154
4991	2155
17578	2156
12666	2157
6938	2158
15993	2159
12292	2160
5906	2161
1796	2162
14915	2163
10308	2164
12854	2165
13415	2166
13549	2167
15408	2168
15758	2169
12533	2170
8731	2171
5227	2172
6680	2173
17659	2174
5410	2175
14076	2176
16477	2177
9344	2178
11277	2179
17464	2180
14240	2181
14031	2182
16016	2183
12058	2184
621	2185
18980	2186
16726	2187
9890	2188
12430	2189
8355	2190
13844	2191
3949	2192
2827	2193
224	2194
10488	2195
15661	2196
9092	2197
13915	2198
19713	2199
1019	2200
3434	2201
7468	2202
18808	2203
599	2204
5107	2205
9424	2206
13998	2207
7202	2208
9800	2209
6944	2210
6788	2211
1443	2212
3196	2213
8966	2214
10407	2215
16220	2216
12400	2217
17459	2218
7154	2219
12017	2220
15162	2221
3230	2222
2608	2223
3571	2224
6138	2225
1261	2226
18693	2227
2840	2228
16803	2229
5015	2230
4066	2231
13741	2232
6754	2233
8705	2234
123	2235
14928	2236
17563	2237
604	2238
17481	2239
1937	2240
5451	2241
13506	2242
15804	2243
6285	2244
6673	2245
18771	2246
10139	2247
5874	2248
11363	2249
14036	2250
19251	2251
15348	2252
14509	2253
1461	2254
18329	2255
9779	2256
18332	2257
11576	2258
4585	2259
16009	2260
10533	2261
6519	2262
12546	2263
13597	2264
18174	2265
13848	2266
17855	2267
5337	2268
5539	2269
14438	2270
12585	2271
10795	2272
4258	2273
19283	2274
17533	2275
7827	2276
18890	2277
3128	2278
19207	2279
11219	2280
9707	2281
15315	2282
17755	2283
4598	2284
8594	2285
6712	2286
7939	2287
11190	2288
3729	2289
8445	2290
19254	2291
11563	2292
966	2293
13162	2294
8479	2295
12568	2296
13118	2297
18687	2298
12796	2299
155	2300
9610	2301
10442	2302
12396	2303
6772	2304
12599	2305
7555	2306
73	2307
2068	2308
15938	2309
18612	2310
2376	2311
553	2312
9019	2313
16988	2314
5386	2315
17622	2316
19473	2317
5458	2318
19475	2319
2809	2320
19515	2321
3637	2322
6445	2323
19003	2324
9438	2325
4138	2326
8718	2327
16636	2328
16849	2329
18238	2330
14674	2331
19418	2332
17678	2333
11509	2334
4309	2335
2163	2336
6191	2337
13984	2338
15124	2339
3658	2340
1289	2341
4902	2342
1980	2343
6038	2344
6152	2345
12752	2346
19363	2347
4361	2348
17475	2349
11033	2350
1560	2351
3073	2352
156	2353
1765	2354
11850	2355
8413	2356
3854	2357
2659	2358
3258	2359
2414	2360
10539	2361
3933	2362
19277	2363
1704	2364
9542	2365
6688	2366
17263	2367
17759	2368
18234	2369
3722	2370
10231	2371
8627	2372
9043	2373
6647	2374
14054	2375
12222	2376
1996	2377
3798	2378
977	2379
17735	2380
12797	2381
18337	2382
783	2383
10546	2384
627	2385
2723	2386
3209	2387
14101	2388
6732	2389
4956	2390
7549	2391
4329	2392
5228	2393
4362	2394
12509	2395
2509	2396
13917	2397
12100	2398
18701	2399
15277	2400
4667	2401
19549	2402
14993	2403
7329	2404
6581	2405
8198	2406
19714	2407
3424	2408
5396	2409
8010	2410
3435	2411
5756	2412
6471	2413
8987	2414
1681	2415
8071	2416
11803	2417
12870	2418
18654	2419
5130	2420
817	2421
1178	2422
2027	2423
11934	2424
7224	2425
13862	2426
7942	2427
10448	2428
11749	2429
19494	2430
2139	2431
2089	2432
16661	2433
6740	2434
2007	2435
215	2436
8761	2437
853	2438
18786	2439
14493	2440
3578	2441
1595	2442
8596	2443
19540	2444
16382	2445
16964	2446
10437	2447
10440	2448
3704	2449
18950	2450
1085	2451
13584	2452
11579	2453
17182	2454
15392	2455
8695	2456
17692	2457
17503	2458
10815	2459
11252	2460
15947	2461
574	2462
19381	2463
2371	2464
19547	2465
15893	2466
10628	2467
9598	2468
19289	2469
19009	2470
624	2471
2656	2472
12543	2473
2836	2474
4028	2475
15646	2476
12843	2477
17114	2478
11097	2479
16334	2480
5123	2481
16313	2482
953	2483
3998	2484
15267	2485
15028	2486
18631	2487
2294	2488
18680	2489
14266	2490
17346	2491
15610	2492
11175	2493
9640	2494
17162	2495
17433	2496
10182	2497
15369	2498
7644	2499
9728	2500
696	2501
3906	2502
12672	2503
7044	2504
3759	2505
3091	2506
5942	2507
10549	2508
18803	2509
15825	2510
3935	2511
17660	2512
19012	2513
16889	2514
16820	2515
4464	2516
4775	2517
17479	2518
387	2519
